"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"2B Mễ Cốc, Phường 15, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7287972","106.6328095","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 365 718 339",,"4","Quận 8, Hồ Chí Minh","2B Mễ Cốc","Cơm tấm","4.9","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m&query_place_id=ChIJz7cqZ7EvdTERaTeZboGwK68",,"9"
"7 Đường Số 2, Phường 16, Quận 8, Hồ Chí Minh 70000, Việt Nam","Khách sạn","false",,,,"10.7120512","106.6192737",,,,,,,,,,,,,,,"+84 325 151 979","11 US$","10","Quận 8, Hồ Chí Minh","7 Đường Số 2","NHÀ NGHỈ NGỌC MƠ - BẾN PHÚ ĐỊNH, Q.8","5","https://www.google.com/maps/search/?api=1&query=NH%C3%80%20NGH%E1%BB%88%20NG%E1%BB%8CC%20M%C6%A0%20-%20B%E1%BA%BEN%20PH%C3%9A%20%C4%90%E1%BB%8ANH%2C%20Q.8&query_place_id=ChIJ9WVlVtgvdTERlhboxMZLOOY","https://www.facebook.com/profile.php?id=61555659725558&mibextid=ZbWKwL","1"
"15 Đ. Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","false",,,,"10.7278341","106.6234919","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 932 727 076",,"3","Quận 8, Hồ Chí Minh","15 Đ. Võ Văn Kiệt","Món Ngon Trảng Bàng","4.7","https://www.google.com/maps/search/?api=1&query=M%C3%B3n%20Ngon%20Tr%E1%BA%A3ng%20B%C3%A0ng&query_place_id=ChIJIZwMXCAtdTERpDI7GgjA4yc",,"15"
"15 Đ. Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh 700000, Việt Nam","Quán ăn nhỏ","true",,,,"10.7293836","106.6252107","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 366 248 625",,"7","Quận 8, Hồ Chí Minh","15 Đ. Võ Văn Kiệt","Đồ Nhà Quê","3.5","https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BB%93%20Nh%C3%A0%20Qu%C3%AA&query_place_id=ChIJk1GS6kktdTER4hCkyNrNmns","https://www.facebook.com/donhaquesachngon","2"
"50 267 Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7072907","106.6202972",,,,,,,,,,,,,,,,,"12","Quận 8, Hồ Chí Minh","50 267 Trịnh Quang Nghị","Quán lẩu Mỹ Hà","4.2","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20l%E1%BA%A9u%20M%E1%BB%B9%20H%C3%A0&query_place_id=ChIJ4aKX0BstdTERIdJDa5gYe4k",,"5"
"3447 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,,"10.7060767","106.6229416","Thứ Tư","16:30 to 23:00","Thứ Năm","16:30 to 23:00","Thứ Sáu","16:30 to 23:00","Thứ Bảy","16:30 to 23:00","Chủ Nhật","16:30 to 23:00","Thứ Hai","16:30 to 23:00","Thứ Ba","16:30 to 23:00","+84 933 322 482",,"11","Quận 8, Hồ Chí Minh","3447 Đ. Phạm Thế Hiển","Ốc Thảo","4.5","https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20Th%E1%BA%A3o&query_place_id=ChIJv3UkoxQzdTER8hhgQy7vZcM",,"2"
"192 Đường Phạm Đức Sơn, Phường 16, Quận 8, Hồ Chí Minh 700000, Việt Nam","Quán ăn nhỏ","false","https://food.google.com/chooseprovider?restaurantId=/g/11shwdw2cg&g2lbs=AOHF13kLZuqdS8wecpjlweOp0J5fJFRzCMy0JE1uOvCYB32v56zGpqI5qWIvvUdjwcDZ15Bo1wNyginWqguONNEgjjtrPkxuzw%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=GsRyZt2rN4DcptQP08-F8Ac&ei=GsRyZt2rN4DcptQP08-F8Ac&fo_s=OA,SOE&opi=79508299&foub=mcpp",,,"10.7233315","106.6228873","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 915 930 890",,"6","Quận 8, Hồ Chí Minh","192 Đường Phạm Đức Sơn","Bova Kitchen",,"https://www.google.com/maps/search/?api=1&query=Bova%20Kitchen&query_place_id=ChIJ6TjVYDctdTERjo6Fv896EzA",,"0"
"266A/32 Đường Hoàng Ngân, Phường 16, Quận 8, Hồ Chí Minh 700000, Việt Nam","Nhà hàng","false",,,,"10.7259053","106.6233876","Thứ Tư","11:00 to 23:30","Thứ Năm","11:00 to 23:30","Thứ Sáu","11:00 to 23:30","Thứ Bảy","11:00 to 23:30","Chủ Nhật","11:00 to 23:30","Thứ Hai","11:00 to 23:30","Thứ Ba","11:00 to 23:30","+84 865 522 578",,"5","Quận 8, Hồ Chí Minh","266A/32 Đường Hoàng Ngân","ZENLOVE OF DECEMBER","4.9","https://www.google.com/maps/search/?api=1&query=ZENLOVE%20OF%20DECEMBER&query_place_id=ChIJabwvxrYtdTER_HsbzYNWPes","http://zalo.me/0865522578","43"
"3463 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh 700000, Việt Nam","Quán ăn nhỏ","false",,,,"10.7052236","106.6229963","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 942 139 252","$$","18","Quận 8, Hồ Chí Minh","3463 Đ. Phạm Thế Hiển","Quán Nhậu 6 Cà Mau","4.6","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Nh%E1%BA%ADu%206%20C%C3%A0%20Mau&query_place_id=ChIJZcPsmRAzdTERo_cOYNfw3Jc",,"32"
"7 Đ. An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7118778","106.6185671",,,,,,,,,,,,,,,,,"16","Quận 8, Hồ Chí Minh","7 Đ. An Dương Vương","Quán Cơm Số 7",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20S%E1%BB%91%207&query_place_id=ChIJ22T3Nm4tdTER0ErgE8smkhU",,"0"
"199, Đường Phú Định, Phường 16, Quận 8, Phường 16, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7116584","106.6227455","Thứ Tư","08:00 to 21:00","Thứ Năm","08:00 to 21:00","Thứ Sáu","08:00 to 21:00","Thứ Bảy","08:00 to 21:00","Chủ Nhật","08:00 to 21:00","Thứ Hai","08:00 to 21:00","Thứ Ba","08:00 to 21:00","+84 964 827 113",,"7","Quận 8, Hồ Chí Minh","199, Đường Phú Định, Phường 16, Quận 8","Quán Ăn Phan Hoàng Lâm","4.5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20Phan%20Ho%C3%A0ng%20L%C3%A2m&query_place_id=ChIJkxQ5VvktdTERj26oOi-0tb0",,"4"
"192 Đường Phạm Đức Sơn, Phường 16, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,,"10.7230302","106.6249856","Thứ Tư","09:00 to 23:00","Thứ Năm","09:00 to 23:00","Thứ Sáu","09:00 to 23:00","Thứ Bảy","09:00 to 23:00","Chủ Nhật","09:00 to 23:00","Thứ Hai","09:00 to 23:00","Thứ Ba","09:00 to 23:00","+84 904 766 318","$$","2","Quận 8, Hồ Chí Minh","192 Đường Phạm Đức Sơn","Nhà hàng Hương Tràm","4.1","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20H%C6%B0%C6%A1ng%20Tr%C3%A0m&query_place_id=ChIJs3BZQJgtdTERjXwxN8fi420",,"183"
"267 Trịnh Quang Nghị, Phường 7, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng món lẩu","false",,,,"10.7073004","106.6194521","Thứ Tư","16:00 to 21:00","Thứ Năm","16:00 to 21:00","Thứ Sáu","16:00 to 21:00","Thứ Bảy","16:00 to 21:00","Chủ Nhật","16:00 to 21:00","Thứ Hai","16:00 to 21:00","Thứ Ba","16:00 to 21:00","+84 28 3981 7032","$$","13","Quận 8, Thành phố Hồ Chí Minh","267 Trịnh Quang Nghị","Quán lẩu Tám Đằng","3.6","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20l%E1%BA%A9u%20T%C3%A1m%20%C4%90%E1%BA%B1ng&query_place_id=ChIJLdS78vgtdTER4wMUOD8_dR8","http://www.foody.vn/ho-chi-minh/quan-tam-dang-lau-nuong","27"
"PJ4F+544, Khu Nhà ở Thanh Nhật, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7053763","106.6228341","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày",,,"9","Quận 8, Hồ Chí Minh","PJ4F+544, Khu Nhà ở Thanh Nhật","Tiệm Mì Thành Ký","5","https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20M%C3%AC%20Th%C3%A0nh%20K%C3%BD&query_place_id=ChIJD1SnOVAzdTEROUiz-dp68u4",,"1"
"267 Đường Trịnh Quang Nghị, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7073823","106.620111","Thứ Tư","16:00 to 23:30","Thứ Năm","16:00 to 23:30","Thứ Sáu","16:00 to 23:30","Thứ Bảy","16:00 to 23:30","Chủ Nhật","16:00 to 23:30","Thứ Hai","16:00 to 23:30","Thứ Ba","16:00 to 23:30","+84 773 939 483",,"17","Quận 8, Hồ Chí Minh","267 Đường Trịnh Quang Nghị","Xuân Lam Quán","4.3","https://www.google.com/maps/search/?api=1&query=Xu%C3%A2n%20Lam%20Qu%C3%A1n&query_place_id=ChIJs4pjifgtdTERqu0fE8AZheU",,"284"
"168a Đ. Lưu Hữu Phước, Phường 15, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,,"10.733852","106.641249","Thứ Tư","06:00 to 22:00","Thứ Năm","06:00 to 22:00","Thứ Sáu","06:00 to 22:00","Thứ Bảy","06:00 to 22:00","Chủ Nhật","06:00 to 22:00","Thứ Hai","06:00 to 22:00","Thứ Ba","06:00 to 22:00","+84 932 407 161",,"7","Quận 8, Hồ Chí Minh","168a Đ. Lưu Hữu Phước","Quán Cơm Miền Tây Cô Vân",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20Mi%E1%BB%81n%20T%C3%A2y%20C%C3%B4%20V%C3%A2n&query_place_id=ChIJp_8De_YvdTER6b2K-pySiOM",,"0"
"2a Hồ Học Lãm, Phường 16, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,,"10.7135757","106.6166718",,,,,,,,,,,,,,,,,"14","Quận 8, Hồ Chí Minh","2a Hồ Học Lãm","Vườn Mai Quán 2A Hồ Học Lãm","4.2","https://www.google.com/maps/search/?api=1&query=V%C6%B0%E1%BB%9Dn%20Mai%20Qu%C3%A1n%202A%20H%E1%BB%93%20H%E1%BB%8Dc%20L%C3%A3m&query_place_id=ChIJR2Y37KQtdTERHOnUYiceJGA",,"11"
"3441 Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7061183","106.6234661","Thứ Tư","16:00 to 23:00","Thứ Năm","16:00 to 23:00","Thứ Sáu","16:00 to 23:00","Thứ Bảy","16:00 to 23:00","Chủ Nhật","16:00 to 23:00","Thứ Hai","16:00 to 23:00","Thứ Ba","16:00 to 23:00",,,"4","Quận 8, Hồ Chí Minh","3441 Đ. Phạm Thế Hiển","Bò Sốt Hàu Q8","4.8","https://www.google.com/maps/search/?api=1&query=B%C3%B2%20S%E1%BB%91t%20H%C3%A0u%20Q8&query_place_id=ChIJyYRldZEzdTERtu4cxM9rmMg",,"13"
"PJ4C+9JC, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng Việt Nam","true",,,,"10.7059337","106.6215138","Thứ Tư","09:00 to 23:00","Thứ Năm","09:00 to 23:00","Thứ Sáu","09:00 to 23:00","Thứ Bảy","09:00 to 23:00","Chủ Nhật","09:00 to 23:00","Thứ Hai","09:00 to 23:00","Thứ Ba","09:00 to 23:00","+84 943 256 130",,"2","Quận 8, Hồ Chí Minh","PJ4C+9JC","Quán ăn Huynh Đệ 2","4.6","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%83n%20Huynh%20%C4%90%E1%BB%87%202&query_place_id=ChIJIXf-OgAzdTERkK0Vs-xETFc",,"5"
"PJ4C+6VM, Đ. Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,,"10.7055888","106.6220547",,,,,,,,,,,,,,,,,"1","Quận 8, Hồ Chí Minh","PJ4C+6VM, Đ. Phạm Thế Hiển","Bún Bò huế O Hà",,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20B%C3%B2%20hu%E1%BA%BF%20O%20H%C3%A0&query_place_id=ChIJQQn8SQAzdTERp2_Snb3XFgA",,"0"
"2A Lương Văn Can, Phường 15, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,,"10.7354041","106.6393249","Thứ Tư","15:00 to 23:00","Thứ Năm","15:00 to 23:00","Thứ Sáu","15:00 to 23:00","Thứ Bảy","15:00 to 23:00","Chủ Nhật","15:00 to 23:00","Thứ Hai","15:00 to 23:00","Thứ Ba","15:00 to 23:00","+84 829 781 257",,"6","Quận 8, Hồ Chí Minh","2A Lương Văn Can","Ốc La","4.9","https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20La&query_place_id=ChIJYyiFSnAudTERwu3Vzszw5ew",,"9"
"199 Đường Hoàng Ngân, Phường 16, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7250041","106.622749",,,,,,,,,,,,,,,,,"9","Quận 8, Hồ Chí Minh","199 Đường Hoàng Ngân","Pho 50-year-old restaurant",,"https://www.google.com/maps/search/?api=1&query=Pho%2050-year-old%20restaurant&query_place_id=ChIJ397Sc1EtdTER0C_6vNuasTM",,"0"
"35 Rạch Cát Bến Lức, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,,"10.7071398","106.6144737",,,,,,,,,,,,,,,,,"6","Quận 8, Hồ Chí Minh","35 Rạch Cát Bến Lức","Út chí","5","https://www.google.com/maps/search/?api=1&query=%C3%9At%20ch%C3%AD&query_place_id=ChIJ4UpbWQAtdTERdGKKQwJGgCw",,"1"
"39/3 Đ. An Dương Vương, Phường 16, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7134099","106.6184236","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày",,,"5","Quận 8, Thành phố Hồ Chí Minh","39/3 Đ. An Dương Vương","Hàng nhập khẩu",,"https://www.google.com/maps/search/?api=1&query=H%C3%A0ng%20nh%E1%BA%ADp%20kh%E1%BA%A9u&query_place_id=ChIJYSuRbgAtdTERnjhrkUUu2lo",,"0"
"970 Đ. Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh 700000, Việt Nam","Nhà hàng hải sản","false",,,,"10.7340048","106.6541022","Thứ Tư","10:00 to 22:00","Thứ Năm","10:00 to 22:00","Thứ Sáu","10:00 to 22:00","Thứ Bảy","10:00 to 22:00","Chủ Nhật","10:00 to 22:00","Thứ Hai","10:00 to 22:00","Thứ Ba","10:00 to 22:00","+84 702 290 000",,"17","Quận 8, Hồ Chí Minh","970 Đ. Tạ Quang Bửu","NHÀ HÀNG PHƯƠNG ĐÔNG","3.7","https://www.google.com/maps/search/?api=1&query=NH%C3%80%20H%C3%80NG%20PH%C6%AF%C6%A0NG%20%C4%90%C3%94NG&query_place_id=ChIJy5_opFcvdTER2Zv0yhulakE",,"20"
"2225 Đ. Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,,"10.7328225","106.6443176",,,,,,,,,,,,,,,,,"3","Quận 8, Hồ Chí Minh","2225 Đ. Phạm Thế Hiển","CỤC DÀNG",,"https://www.google.com/maps/search/?api=1&query=C%E1%BB%A4C%20D%C3%80NG&query_place_id=ChIJoycOKQAvdTERW_mWgfNJCLI",,"0"
"37A Rạch Cát Bến Lức, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng cho người ăn chay","true",,,,"10.7068042","106.6151201",,,,,,,,,,,,,,,,,"2","Quận 8, Hồ Chí Minh","37A Rạch Cát Bến Lức","TƯ DUY-QUÁN CHAY","5","https://www.google.com/maps/search/?api=1&query=T%C6%AF%20DUY-QU%C3%81N%20CHAY&query_place_id=ChIJcw4D8swzdTERhI-AjdJaweY",,"2"
"2020 Đ. Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true","https://food.google.com/chooseprovider?restaurantId=/g/11tp86swfg&g2lbs=AOHF13n3IPSyVm1egGnF8MiQ58cqgxxhh4srffqrHZBn9aDheyzxZ6uTNMY83GoidB8qLZseHG2MnJtZxuj1cRFJN2U2GcaSnw%3D%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Q8RyZuTkD5rgp84PmYSE8Ag&ei=Q8RyZuTkD5rgp84PmYSE8Ag&fo_s=OA,SOE&opi=79508299&foub=mcpp",,,"10.7370433","106.6496034","Thứ Tư","15:00 to 22:00","Thứ Năm","15:00 to 22:00","Thứ Sáu","15:00 to 22:00","Thứ Bảy","15:00 to 22:00","Chủ Nhật","15:00 to 22:00","Thứ Hai","15:00 to 22:00","Thứ Ba","15:00 to 22:00","+84 366 332 334",,"10","Quận 8, Hồ Chí Minh","2020 Đ. Phạm Thế Hiển","2020 Phạm Thế Hiển, Phường 6, Quận 8",,"https://www.google.com/maps/search/?api=1&query=2020%20Ph%E1%BA%A1m%20Th%E1%BA%BF%20Hi%E1%BB%83n%2C%20Ph%C6%B0%E1%BB%9Dng%206%2C%20Qu%E1%BA%ADn%208&query_place_id=ChIJTxyTB4kvdTER5yqADqPs6co",,"0"
"19 Đ. Bình Đông, Phường 15, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng Trung Quốc","true",,,,"10.7373917","106.6411295","Thứ Tư","17:00 to 23:00","Thứ Năm","17:00 to 23:00","Thứ Sáu","17:00 to 23:00","Thứ Bảy","17:00 to 23:00","Chủ Nhật","17:00 to 23:00","Thứ Hai","17:00 to 23:00","Thứ Ba","17:00 to 23:00","+84 907 255 756",,"2","Quận 8, Hồ Chí Minh","19 Đ. Bình Đông","Hủ Tiếu Xào BÀ SÓN","5","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20Ti%E1%BA%BFu%20X%C3%A0o%20B%C3%80%20S%C3%93N&query_place_id=ChIJe2empu0vdTERMZZPsWXb_7o",,"2"
"1 Lương Văn Can, Phường 15, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","false",,,,"10.7360699","106.6392744","Thứ Tư","06:00 to 20:00","Thứ Năm","06:00 to 20:00","Thứ Sáu","06:00 to 20:00","Thứ Bảy","06:00 to 20:00","Chủ Nhật","06:00 to 20:00","Thứ Hai","06:00 to 20:00","Thứ Ba","06:00 to 20:00","+84 916 484 950",,"1","Quận 8, Hồ Chí Minh","1 Lương Văn Can","BARLEY KEBAB - CN 6","5","https://www.google.com/maps/search/?api=1&query=BARLEY%20KEBAB%20-%20CN%206&query_place_id=ChIJwxUwCoUvdTERYbg5R1QpHII","http://www.creationoftaste.com/","2"
"phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,,"10.6983901","106.6124258",,,,,,,,,,,,,,,,,"31","Quận 8, Hồ Chí Minh",,"Vựa Trái Cây Tuyết Hiệp",,"https://www.google.com/maps/search/?api=1&query=V%E1%BB%B1a%20Tr%C3%A1i%20C%C3%A2y%20Tuy%E1%BA%BFt%20Hi%E1%BB%87p&query_place_id=ChIJ53Z4Yw4ydTERYa9aXOkXkA0",,"0"
"8 Đường số 5, Phường 6, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,,"10.7336197","106.655643",,,,,,,,,,,,,,,"+84 28 3981 5167",,"62","Quận 8, Hồ Chí Minh","8 Đường số 5","Phòng Cho Thuê Duyên Anh","3","https://www.google.com/maps/search/?api=1&query=Ph%C3%B2ng%20Cho%20Thu%C3%AA%20Duy%C3%AAn%20Anh&query_place_id=ChIJizS7TEIudTEREoR9weBo924",,"1"
"Quận 8, Hồ Chí Minh, Việt Nam",,"false",,,,"10.7471522","106.6593421",,,,,,,,,,,,,,,,,"44","Quận 8, Hồ Chí Minh",,"Phường 13",,"https://www.google.com/maps/search/?api=1&query=Ph%C6%B0%E1%BB%9Dng%2013&query_place_id=ChIJD5hfAF8udTER884yYojQw6k",,"0"
"Đường Số 9/69 Đ. Phạm Hùng, Bình Hưng, Bình Chánh, Hồ Chí Minh, Việt Nam","Khách sạn","false",,"Khách sạn 3 sao",,"10.7352246","106.6754454",,,,,,,,,,,,,,,"+84 909 029 970","16 US$","10","Bình Chánh, Hồ Chí Minh","Đường Số 9/69 Đ. Phạm Hùng","Khách Sạn Hoàng Lê","3.9","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Ho%C3%A0ng%20L%C3%AA&query_place_id=ChIJH82QDU0udTERN8eapaxwA3U",,"33"
"9 Đ. Nguyễn Văn Của, Phường 13, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Văn phòng chính quyền thành phố","true",,,,"10.745597","106.6553979","Thứ Tư","08:00 to 11:30","Thứ Năm","08:00 to 11:30","Thứ Sáu","08:00 to 11:30","Thứ Bảy","Đóng cửa","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 11:30","Thứ Ba","08:00 to 11:30","+84 974 471 327",,"42","Quận 8, Thành phố Hồ Chí Minh","9 Đ. Nguyễn Văn Của","Hội Người Mù Quận 8","5","https://www.google.com/maps/search/?api=1&query=H%E1%BB%99i%20Ng%C6%B0%E1%BB%9Di%20M%C3%B9%20Qu%E1%BA%ADn%208&query_place_id=ChIJgXLhq18udTERe75qNClahAw",,"1"
"973 Đ. Tạ Quang Bửu, Phường 6, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Khách sạn","true",,,,"10.7339178","106.6551868",,,,,,,,,,,,,,,,,"61","Quận 8, Thành phố Hồ Chí Minh","973 Đ. Tạ Quang Bửu","Phòng Cho Thuê Ngọc Thảo",,"https://www.google.com/maps/search/?api=1&query=Ph%C3%B2ng%20Cho%20Thu%C3%AA%20Ng%E1%BB%8Dc%20Th%E1%BA%A3o&query_place_id=ChIJ_X3cVkIudTERw92LPx-J37k",,"0"
"1483 Đ. Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh, Việt Nam","Chùa phật giáo","true",,,,"10.7398214","106.6547187",,,,,,,,,,,,,,,"+84 28 3981 0194",,"41","Quận 8, Hồ Chí Minh","1483 Đ. Phạm Thế Hiển","Chùa Phổ Chiếu","3.9","https://www.google.com/maps/search/?api=1&query=Ch%C3%B9a%20Ph%E1%BB%95%20Chi%E1%BA%BFu&query_place_id=ChIJW20FCl0udTERyszqlWWK2Es",,"30"
"1618 Đ. Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh, Việt Nam","Chợ","true",,,,"10.7395878","106.6538559","Thứ Tư","06:00 to 12:30","Thứ Năm","06:00 to 12:30","Thứ Sáu","06:00 to 12:30","Thứ Bảy","06:00 to 12:30","Chủ Nhật","06:00 to 12:30","Thứ Hai","06:00 to 12:30","Thứ Ba","06:00 to 12:30","+84 28 3981 2662",,"43","Quận 8, Hồ Chí Minh","1618 Đ. Phạm Thế Hiển","Chợ Lò Than","3.9","https://www.google.com/maps/search/?api=1&query=Ch%E1%BB%A3%20L%C3%B2%20Than&query_place_id=ChIJ3zOhDF0udTERnpxxJuh1uFo","https://map.coccoc.com/map/3735993013256901","286"
"1178 Đ. Phạm Thế Hiển, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,,"10.7425519","106.6646811",,,,,,,,,,,,,,,"+84 28 3850 2558",,"22","Quận 8, Hồ Chí Minh","1178 Đ. Phạm Thế Hiển","Phòng Cho Thuê Thanh Hà",,"https://www.google.com/maps/search/?api=1&query=Ph%C3%B2ng%20Cho%20Thu%C3%AA%20Thanh%20H%C3%A0&query_place_id=ChIJg4trUVcudTERVl80TIXKobA",,"0"
"262 Đặng Thúc Liêng, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","false",,,,"10.7413738","106.6680719",,,,,,,,,,,,,,,"+84 903 111 264",,"21","Quận 8, Hồ Chí Minh","262 Đặng Thúc Liêng","Khách Sạn Happy","3.9","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Happy&query_place_id=ChIJASOxL1EudTERUrcOtsj50Uw",,"57"
"18 Đ.Nguyễn Chế Nghĩa, Phường 13, Quận 8, Hồ Chí Minh, Việt Nam","Văn phòng công ty","true",,,,"10.7440862","106.6527766",,,,,,,,,,,,,,,,,"36","Quận 8, Hồ Chí Minh","18 Đ.Nguyễn Chế Nghĩa","Lữ Bố hotel",,"https://www.google.com/maps/search/?api=1&query=L%E1%BB%AF%20B%E1%BB%91%20hotel&query_place_id=ChIJw9gmajwvdTER2mSC4LhKr3M",,"0"
