"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"180 QL1A, Tam Binh, Thủ Đức, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,,"10.8686178","106.7313677",,,,,,,,,,,,,,,"+84 372 114 472",,"45","Thủ Đức, Hồ Chí Minh","180 QL1A","Nhà xe hiếu viên","1","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20xe%20hi%E1%BA%BFu%20vi%C3%AAn&query_place_id=ChIJYwNIdVAndTERRefu7k1erW0",,"6"
"33 Đ. Gò Dưa, khu phố 4, Thủ Đức, Hồ Chí Minh 700000, Việt Nam","Gara đỗ xe","false",,,,"10.8675765","106.7314188","Thứ Năm","08:00 to 18:00","Thứ Sáu","08:00 to 18:00","Thứ Bảy","08:00 to 18:00","Chủ Nhật","08:00 to 18:00","Thứ Hai","08:00 to 18:00","Thứ Ba","08:00 to 18:00","Thứ Tư","08:00 to 18:00","+84 978 002 144",,"42","Thủ Đức, Hồ Chí Minh","33 Đ. Gò Dưa","Gara Thắng Lợi Tires","5","https://www.google.com/maps/search/?api=1&query=Gara%20Th%E1%BA%AFng%20L%E1%BB%A3i%20Tires&query_place_id=ChIJZXto-TkndTERdqy8naXnslQ","https://thangloitires.vn/","2"
"3b Đường số 18, Bình Chiểu, Thủ Đức, Hồ Chí Minh 700000, Việt Nam","Bãi đỗ xe","true",,,,"10.8780533","106.7442468",,,,,,,,,,,,,,,,,"51","Thủ Đức, Hồ Chí Minh","3b Đường số 18","Xe",,"https://www.google.com/maps/search/?api=1&query=Xe&query_place_id=ChIJb-LxKXfZdDERuXpU9VFRLd8",,"0"
"195 Hoàng Hữu Nam, Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Việt Nam","Siêu thị","false",,,,"10.8582292","106.8133728","Thứ Năm","06:30 to 21:30","Thứ Sáu","06:30 to 21:30","Thứ Bảy","06:30 to 21:30","Chủ Nhật","06:30 to 21:30","Thứ Hai","06:30 to 21:30","Thứ Ba","06:30 to 21:30","Thứ Tư","06:30 to 21:30","+84 1900 1908",,"77","Quận 9, Hồ Chí Minh","195 Hoàng Hữu Nam","Siêu thị Bách hoá XANH 195 Hoàng Hữu Nam","4","https://www.google.com/maps/search/?api=1&query=Si%C3%AAu%20th%E1%BB%8B%20B%C3%A1ch%20ho%C3%A1%20XANH%20195%20Ho%C3%A0ng%20H%E1%BB%AFu%20Nam&query_place_id=ChIJeRFQgTQndTERaiFRiMjIvwk","https://www.bachhoaxanh.com/","87"
"251 Đường Lê Thị Hoa, Khu Phố 6, Thủ Đức, Hồ Chí Minh 71313, Việt Nam","Bãi đỗ xe","false",,,,"10.8757406","106.7481147","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","+84 921 666 606",,"50","Thủ Đức, Hồ Chí Minh","251 Đường Lê Thị Hoa","Bãi Xe Ôtô Tín Nghĩa",,"https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20Xe%20%C3%94t%C3%B4%20T%C3%ADn%20Ngh%C4%A9a&query_place_id=ChIJJ5ctI4nZdDERy20xCUjDyK4",,"0"
"19/5 Xa Lộ Hà Nội, Phường Linh Trung, Thủ Đức, Hồ Chí Minh, Việt Nam","Hiệu sách","true",,,,"10.8662833","106.8011792",,,,,,,,,,,,,,,,,"78","Thủ Đức, Hồ Chí Minh","19/5 Xa Lộ Hà Nội","Ga suối tiên","4.7","https://www.google.com/maps/search/?api=1&query=Ga%20su%E1%BB%91i%20ti%C3%AAn&query_place_id=ChIJmRXgvtUndTER0ggNJqhFDmM",,"14"
"Xuong Co Khi, 188D/2 QL1A, Bình Chiểu, Thủ Đức, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,,"10.873131","106.738278",,,,,,,,,,,,,,,,,"42","Thủ Đức, Hồ Chí Minh","Xuong Co Khi, 188D/2 QL1A","Đóng thùng sóng thần",,"https://www.google.com/maps/search/?api=1&query=%C4%90%C3%B3ng%20th%C3%B9ng%20s%C3%B3ng%20th%E1%BA%A7n&query_place_id=ChIJNRDrKocndTERQsfDlFHTU58",,"0"
"57 Đ. Nam Cao, Phường Tân Phú, Quận 9, Hồ Chí Minh 700000, Việt Nam","Siêu thị","false",,,,"10.8617093","106.7982997","Thứ Năm","06:30 to 21:30","Thứ Sáu","06:30 to 21:30","Thứ Bảy","06:30 to 21:30","Chủ Nhật","06:30 to 21:30","Thứ Hai","06:30 to 21:30","Thứ Ba","06:30 to 21:30","Thứ Tư","06:30 to 21:30","+84 1900 1908",,"76","Quận 9, Hồ Chí Minh","57 Đ. Nam Cao","Siêu thị Bách hóa XANH 57 Nam Cao","4","https://www.google.com/maps/search/?api=1&query=Si%C3%AAu%20th%E1%BB%8B%20B%C3%A1ch%20h%C3%B3a%20XANH%2057%20Nam%20Cao&query_place_id=ChIJb7dkriYndTER1svZewNExO8","https://www.bachhoaxanh.com/","132"
"1078 QL1A, khu phố 5, Thủ Đức, Hồ Chí Minh 700000, Việt Nam","Bãi đỗ xe","true",,,,"10.8646007","106.7927946",,,,,,,,,,,,,,,,,"75","Thủ Đức, Hồ Chí Minh","1078 QL1A","CÔNG TY TNHH MTV GIAO NHẬN VẬN TẢI - TM - DV - XNK SỐ 9",,"https://www.google.com/maps/search/?api=1&query=C%C3%94NG%20TY%20TNHH%20MTV%20GIAO%20NH%E1%BA%ACN%20V%E1%BA%ACN%20T%E1%BA%A2I%20-%20TM%20-%20DV%20-%20XNK%20S%E1%BB%90%209&query_place_id=ChIJoZMsfSQndTERmCS8uhRaUMg",,"0"
"54 Đường Số 179, Phường Tân Phú, Quận 9, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,,"10.8574095","106.8115024","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày",,,"74","Quận 9, Hồ Chí Minh","54 Đường Số 179","Năm bốn",,"https://www.google.com/maps/search/?api=1&query=N%C4%83m%20b%E1%BB%91n&query_place_id=ChIJw844IQAndTERz2Xtl3Qf2tQ",,"0"
"VR76+H53, Đ. 154, Phường Tân Phú, Quận 9, Hồ Chí Minh, Việt Nam","Siêu thị","true",,,,"10.8638797","106.810422","Thứ Năm","07:00 to 22:00","Thứ Sáu","07:00 to 22:00","Thứ Bảy","07:00 to 22:00","Chủ Nhật","07:00 to 22:00","Thứ Hai","07:00 to 22:00","Thứ Ba","07:00 to 22:00","Thứ Tư","07:00 to 22:00","+84 24 7106 6666",,"72","Quận 9, Hồ Chí Minh","VR76+H53, Đ. 154","Winmart +","3.8","https://www.google.com/maps/search/?api=1&query=Winmart%20%2B&query_place_id=ChIJM2wJHjIndTEROAO0rtNXh7A",,"5"
"VQ5V+M7, Phường Tân Phú, Thủ Đức, Hồ Chí Minh, Việt Nam","Nhà sản xuất","true",,,,"10.8591875","106.7931875",,,,,,,,,,,,,,,"+84 28 3736 0014","$$","71","Thủ Đức, Hồ Chí Minh","VQ5V+M7","Cty TNHH Nidec Instruments (Việt Nam)","3.8","https://www.google.com/maps/search/?api=1&query=Cty%20TNHH%20Nidec%20Instruments%20(Vi%E1%BB%87t%20Nam)&query_place_id=ChIJoxXsXl3edDERuwJ_wrTeKEc",,"420"
"07 Đ. 120, Phường Tân Phú, Quận 9, Hồ Chí Minh, Việt Nam","Khách sạn","false",,,,"10.8666682","106.8041233",,,,,,,,,,,,,,,"+84 877 676 776",,"69","Quận 9, Hồ Chí Minh","07 Đ. 120","NHÀ NGHỈ NAM ANH SUỐI TIÊN","4.6","https://www.google.com/maps/search/?api=1&query=NH%C3%80%20NGH%E1%BB%88%20NAM%20ANH%20SU%E1%BB%90I%20TI%C3%8AN&query_place_id=ChIJDbIfjYYndTERVH5lZwC1Jmg",,"8"
"Park Riverside, Phường Phú Hữu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","Tiệm bánh","false",,,,"10.80899","106.8024548",,,,,,,,,,,,,,,,,"90","Thành phố Thủ Đức, Thành phố Hồ Chí Minh","Park Riverside","Bếp Nhà Cá",,"https://www.google.com/maps/search/?api=1&query=B%E1%BA%BFp%20Nh%C3%A0%20C%C3%A1&query_place_id=ChIJBx6RGGgndTERvnsEtaOo71o",,"0"
"TP, 380 Bùi Xương Trạch, Phường Long Trường Quận 9, Thủ Đức, Hồ Chí Minh, Việt Nam","Khu cắm trại","false",,,,"10.8049791","106.811001",,,,,,,,,,,,,,,,,"88","Thủ Đức, Hồ Chí Minh","TP, 380 Bùi Xương Trạch, Phường Long Trường Quận 9","NHÀ - Glamping","5","https://www.google.com/maps/search/?api=1&query=NH%C3%80%20-%20Glamping&query_place_id=ChIJqY23yakndTERxxw-HgP02DE","https://www.facebook.com/nhaglamping","6"
"Park Riverside, 101 Bưng Ông Thoàn, Phường Phú Hữu, Thành phố Hồ Chí Minh, Việt Nam","Trung tâm đào tạo","false",,,,"10.8083935","106.8012457",,,,,,,,,,,,,,,,,"89","Thành phố Hồ Chí Minh","Park Riverside, 101 Bưng Ông Thoàn","Công Ty Tnhh Quốc tế Kim Sa Hưng Thịnh","1","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20Tnhh%20Qu%E1%BB%91c%20t%E1%BA%BF%20Kim%20Sa%20H%C6%B0ng%20Th%E1%BB%8Bnh&query_place_id=ChIJ1RL1ac8ndTER9ZpGKzHHji4",,"1"
"Tân Phú, Thủ Đức, Hồ Chí Minh, Việt Nam","Trạm xe buýt","false",,,,"10.8634172","106.7973919",,,,,,,,,,,,,,,,,"67","Thủ Đức, Hồ Chí Minh",,"Cầu Vượt Trạm 2 - Tiệm Vàng Kim Lợi - Quốc Lộ 1","4.1","https://www.google.com/maps/search/?api=1&query=C%E1%BA%A7u%20V%C6%B0%E1%BB%A3t%20Tr%E1%BA%A1m%202%20-%20Ti%E1%BB%87m%20V%C3%A0ng%20Kim%20L%E1%BB%A3i%20-%20Qu%E1%BB%91c%20L%E1%BB%99%201&query_place_id=ChIJj_wrTFwndTERZH4mdBWc8TY",,"8"
"101 Bưng Ông Thoàn, KDC Park Riverside, Quận 9, Hồ Chí Minh, Việt Nam","Cửa hàng bán thiết bị âm thanh ô tô","false",,,,"10.8074218","106.8009346","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","+84 788 586 888",,"86","Quận 9, Hồ Chí Minh","101 Bưng Ông Thoàn","Bình Màn hình Mặt dưỡng SmartAVN E49",,"https://www.google.com/maps/search/?api=1&query=B%C3%ACnh%20M%C3%A0n%20h%C3%ACnh%20M%E1%BA%B7t%20d%C6%B0%E1%BB%A1ng%20SmartAVN%20E49&query_place_id=ChIJr6XflkAndTER1SGcT9yxI84","http://skyframe.com/","0"
"160 Đ. 154, Phường Tân Phú, Quận 9, Hồ Chí Minh, Việt Nam","Chung cư","true",,,,"10.8651696","106.8104264",,,,,,,,,,,,,,,,,"66","Quận 9, Hồ Chí Minh","160 Đ. 154","Chung Cư Topaz Home 2 - Block A","4","https://www.google.com/maps/search/?api=1&query=Chung%20C%C6%B0%20Topaz%20Home%202%20-%20Block%20A&query_place_id=ChIJn7DDszgndTERXgf8srqPdjM",,"6"
"Hẻm 48 Đ. Gò Dưa, Bình Chiểu, Thủ Đức, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,,"10.8664757","106.7299575",,,,,,,,,,,,,,,,,"40","Thủ Đức, Hồ Chí Minh","Hẻm 48 Đ. Gò Dưa","Bãi Giữ Xe Ô TÔ","4.7","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20Gi%E1%BB%AF%20Xe%20%C3%94%20T%C3%94&query_place_id=ChIJ71ECO7sndTERQjcYnfxGg2s",,"3"
"KDC Park RiverSide, 101 Bưng Ông Thoàn, Phường Phú Hữu, Thủ Đức, Hồ Chí Minh 71212, Việt Nam","Nhà thiết kế trang web","false",,,,"10.8090563","106.8032936","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","+84 948 983 973",,"85","Thủ Đức, Hồ Chí Minh","KDC Park RiverSide, 101 Bưng Ông Thoàn","THIẾT KẾ WEBSITE ( Chuẩn Seo) - Mr Trung","5","https://www.google.com/maps/search/?api=1&query=THI%E1%BA%BET%20K%E1%BA%BE%20WEBSITE%20(%20Chu%E1%BA%A9n%20Seo)%20-%20Mr%20Trung&query_place_id=ChIJNa7JCDUndTERx5KkCixAhVw","https://www.webmauai.com/","2"
"Q9 Novaland Gold Park, 93 Đường 1B, P, Quận 9, Hồ Chí Minh, Việt Nam",,"true",,,,"10.8660661","106.8144269",,,,,,,,,,,,,,,"+84 903 087 383",,"65","Quận 9, Hồ Chí Minh","Q9 Novaland Gold Park, 93 Đường 1B","Công ty TNHH Kiểm toán Số 1","5","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20ty%20TNHH%20Ki%E1%BB%83m%20to%C3%A1n%20S%E1%BB%91%201&query_place_id=ChIJAQAAAPUndTERXuwavXPM9fk",,"1"
"RQ4X+RHF, KĐT Park Riverside Premium, Bưng Ông Thoàn, Phường Phú Hữu, Thành Phố Thủ Đức, Hồ Chí Minh, Việt Nam","Trường học","true",,,,"10.8070724","106.7989368",,,,,,,,,,,,,,,"+84 903 366 443",,"84","Thành Phố Thủ Đức, Hồ Chí Minh","RQ4X+RHF, KĐT Park Riverside Premium, Bưng Ông Thoàn","Công Ty TNHH Cộng Đồng Ngôn Ngữ Quốc Tế",,"https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20Ty%20TNHH%20C%E1%BB%99ng%20%C4%90%E1%BB%93ng%20Ng%C3%B4n%20Ng%E1%BB%AF%20Qu%E1%BB%91c%20T%E1%BA%BF&query_place_id=ChIJY0YVwcAmdTERYJg2nIyCeGw",,"0"
"20/93 tổ 10, Khu Phố 6, Thủ Đức, Hồ Chí Minh 71308, Việt Nam","Sân bóng đá","false",,,,"10.8682582","106.8012165","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","+84 963 066 366",,"62","Thủ Đức, Hồ Chí Minh","20/93 tổ 10","Sân bóng đá Thống Nhất WeSport","3.7","https://www.google.com/maps/search/?api=1&query=S%C3%A2n%20b%C3%B3ng%20%C4%91%C3%A1%20Th%E1%BB%91ng%20Nh%E1%BA%A5t%20WeSport&query_place_id=ChIJ1bctKi4ndTERngT_rciibNs",,"15"
"Đường D1, Tổ 1, Khu Phố 4, Thủ Đức, Hồ Chí Minh 700000, Việt Nam","Bãi đỗ xe","false",,,,"10.8647236","106.7270519","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","+84 935 103 971",,"39","Thủ Đức, Hồ Chí Minh","Đường D1, Tổ 1","SVT Parking","5","https://www.google.com/maps/search/?api=1&query=SVT%20Parking&query_place_id=ChIJ7Z6GUgkndTERvb0pW_nGP4c",,"11"
"E4 Park River Side, Phường Phú Hữu, Quận 9, Hồ Chí Minh 700000, Việt Nam","Dịch vụ thương mại điện tử","false",,,,"10.8066451","106.8002844","Thứ Năm","08:00 to 17:00","Thứ Sáu","08:00 to 17:00","Thứ Bảy","08:00 to 17:00","Chủ Nhật","08:00 to 17:00","Thứ Hai","08:00 to 17:00","Thứ Ba","08:00 to 17:00","Thứ Tư","08:00 to 17:00","+84 931 144 284",,"82","Quận 9, Hồ Chí Minh","E4 Park River Side","V-NEED",,"https://www.google.com/maps/search/?api=1&query=V-NEED&query_place_id=ChIJSZBhJDUndTERSHU4vXJTeOg","http://aimuatuiban.com/","0"
"Linh Trung, Thủ Đức, Hồ Chí Minh, Việt Nam","Trạm xe buýt","false",,,,"10.8698576","106.8054332",,,,,,,,,,,,,,,,,"61","Thủ Đức, Hồ Chí Minh",,"Suối Tiên - Xa Lộ Hà Nội","3.7","https://www.google.com/maps/search/?api=1&query=Su%E1%BB%91i%20Ti%C3%AAn%20-%20Xa%20L%E1%BB%99%20H%C3%A0%20N%E1%BB%99i&query_place_id=ChIJ4WA9BVgndTERBziHRxrAF5E",,"3"
"7 QL13, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh, Việt Nam","Vườn thực vật","false",,,,"10.8564136","106.7212423","Thứ Năm","08:00 to 17:00","Thứ Sáu","08:00 to 17:00","Thứ Bảy","08:00 to 17:00","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 17:00","Thứ Ba","08:00 to 17:00","Thứ Tư","08:00 to 17:00","+84 917 270 718",,"38","Thủ Đức, Hồ Chí Minh","7 QL13","Thủy Mộc Aquarium","4.6","https://www.google.com/maps/search/?api=1&query=Th%E1%BB%A7y%20M%E1%BB%99c%20Aquarium&query_place_id=ChIJM3QDVwoodTERAhJ2SeVsQa8","http://www.thuymoc.com.vn/","40"
"121 Đ. số 12, CityLand Park Hill, Thủ Đức, Hồ Chí Minh 700000, Việt Nam",,"true",,,,"10.8632154","106.7283447",,,,,,,,,,,,,,,"+84 964 247 742",,"37","Thủ Đức, Hồ Chí Minh","121 Đ. số 12","CloudCentos Solution",,"https://www.google.com/maps/search/?api=1&query=CloudCentos%20Solution&query_place_id=ChIJP1-PpkMndTERGjdghy-XjR8",,"0"
"Căn P29 KDC Park Reveside, Quận 9, Thủ Đức, Hồ Chí Minh 716200, Việt Nam","Nhà sản xuất thực phẩm đông lạnh","false",,,,"10.8091152","106.8030955","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","+84 906 391 398",,"81","Thủ Đức, Hồ Chí Minh","Căn P29 KDC Park Reveside, Quận 9","OHAY FOODS ( THỊT BÒ MỸ - HẢI SẢN ĐÔNG LẠNH - CÁ HỒI NAUY )",,"https://www.google.com/maps/search/?api=1&query=OHAY%20FOODS%20(%20TH%E1%BB%8AT%20B%C3%92%20M%E1%BB%B8%20-%20H%E1%BA%A2I%20S%E1%BA%A2N%20%C4%90%C3%94NG%20L%E1%BA%A0NH%20-%20C%C3%81%20H%E1%BB%92I%20NAUY%20)&query_place_id=ChIJ8fvLJxQndTERh5jBSxnfZnE",,"0"
"20/6 Đường số 19, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh 700000, Việt Nam","Khu công nghệ","false",,,,"10.8625155","106.7244686","Thứ Năm","08:00 to 17:30","Thứ Sáu","08:00 to 17:30","Thứ Bảy","08:00 to 00:30","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 17:30","Thứ Ba","08:00 to 17:30","Thứ Tư","08:00 to 17:30","+84 977 334 129",,"36","Thủ Đức, Hồ Chí Minh","20/6 Đường số 19","SpaceNet Technology",,"https://www.google.com/maps/search/?api=1&query=SpaceNet%20Technology&query_place_id=ChIJlZaX0IYndTERcye7exUv344",,"0"
"VP69+8WJ, 2 QL1A, Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh, Việt Nam","Khu thương mại","true",,,,"10.8615163","106.7193666",,,,,,,,,,,,,,,,,"35","Thủ Đức, Hồ Chí Minh","VP69+8WJ, 2 QL1A","Cụm Công Nghiệp INDIRA GANDHI","4.2","https://www.google.com/maps/search/?api=1&query=C%E1%BB%A5m%20C%C3%B4ng%20Nghi%E1%BB%87p%20INDIRA%20GANDHI&query_place_id=ChIJO8gsHAkodTER-YV20h-1spc",,"18"
"4 Đ. Gò Dưa, Tam Binh, Thủ Đức, Hồ Chí Minh, Việt Nam","Công viên giải trí","true",,,,"10.8641365","106.7333311",,,,,,,,,,,,,,,,,"34","Thủ Đức, Hồ Chí Minh","4 Đ. Gò Dưa","CÔNG VIÊN TRÒ CHƠI TRẺ EM","5","https://www.google.com/maps/search/?api=1&query=C%C3%94NG%20VI%C3%8AN%20TR%C3%92%20CH%C6%A0I%20TR%E1%BA%BA%20EM&query_place_id=ChIJsf2SLsQndTER3T8I678ztdw",,"1"
"VP7M+GGV, Hoà Ninh, Di Linh, Lâm Đồng, Việt Nam","Vườn","true",,,,"10.863863","106.733803",,,,,,,,,,,,,,,,,"31","Di Linh, Lâm Đồng","VP7M+GGV","Thuỷ Viên",,"https://www.google.com/maps/search/?api=1&query=Thu%E1%BB%B7%20Vi%C3%AAn&query_place_id=ChIJe_mZK-4ndTERgCnyKpTWqKU",,"0"
"1 Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Thành phố Thủ Đức, Hồ Chí Minh 700000, Việt Nam","Quán cà phê","false",,,,"10.7775545","106.755989","Thứ Năm","07:00 to 22:00","Thứ Sáu","07:00 to 22:00","Thứ Bảy","07:00 to 22:00","Chủ Nhật","07:00 to 22:00","Thứ Hai","07:00 to 22:00","Thứ Ba","07:00 to 22:00","Thứ Tư","07:00 to 22:00","+84 28 3535 3203","$$$","73","Thành phố Thủ Đức, Hồ Chí Minh","1 Phan Văn Đáng","Starbucks Feliz en Vista","4.3","https://www.google.com/maps/search/?api=1&query=Starbucks%20Feliz%20en%20Vista&query_place_id=ChIJ3W58ACAldTERBA7ZFUKKaSY","https://www.starbucks.vn/","149"
"QQH4+2Q3, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh, Việt Nam","Cửa hàng tiện lợi","true",,,,"10.7775139","106.7569273","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","+84 28 3636 0032",,"72","Quận 2, Hồ Chí Minh","QQH4+2Q3","FamilyMart - Vista Verde","2.8","https://www.google.com/maps/search/?api=1&query=FamilyMart%20-%20Vista%20Verde&query_place_id=ChIJqZsg8doldTERkBdPoSfrloM","http://www.famima.vn/","29"
"292 QL1A, Bình Chiểu, Thủ Đức, Hồ Chí Minh, Việt Nam","Gara đỗ xe","true",,,,"10.8721404","106.7385008",,,,,,,,,,,,,,,,,"34","Thủ Đức, Hồ Chí Minh","292 QL1A","Bãi xe Sài Gòn nhỏ","4.5","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20xe%20S%C3%A0i%20G%C3%B2n%20nh%E1%BB%8F&query_place_id=ChIJFdZE0qcndTERrcfepkfmYNk",,"2"
"37 Đường Số 3, Phường Thạnh Mỹ Lợi, Thủ Đức, Hồ Chí Minh, Việt Nam","Cửa hàng đồ gia dụng","false",,,,"10.7803166","106.7597277","Thứ Năm","07:00 to 21:00","Thứ Sáu","07:00 to 21:00","Thứ Bảy","07:00 to 21:00","Chủ Nhật","Đóng cửa","Thứ Hai","07:00 to 21:00","Thứ Ba","07:00 to 21:00","Thứ Tư","07:00 to 21:00","+84 906 974 034",,"71","Thủ Đức, Hồ Chí Minh","37 Đường Số 3","CÔNG TY TNHH SXTM STHOME",,"https://www.google.com/maps/search/?api=1&query=C%C3%94NG%20TY%20TNHH%20SXTM%20STHOME&query_place_id=ChIJXy3mstAldTERVIeHwelTXhA",,"0"
"376 QL1A, Tam Binh, Thủ Đức, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,,"10.8719168","106.7408992",,,,,,,,,,,,,,,,,"30","Thủ Đức, Hồ Chí Minh","376 QL1A","Bãi Xe Công Đoàn","5","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20Xe%20C%C3%B4ng%20%C4%90o%C3%A0n&query_place_id=ChIJTbnXZPYndTERwJwoiPyXCfw",,"1"
"VPHP+JMF, Đ. 2, Bình Chiểu, Thủ Đức, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,,"10.879061","106.736664",,,,,,,,,,,,,,,,,"28","Thủ Đức, Hồ Chí Minh","VPHP+JMF, Đ. 2","Tổng kho GO(big c)","4","https://www.google.com/maps/search/?api=1&query=T%E1%BB%95ng%20kho%20GO(big%20c)&query_place_id=ChIJyfk7WIHZdDERn2SyuGj8Hqg",,"1"
"Cat Lai Industrial Zone 938 Nguyen Thi Dinh Street, Hanh My Loi Ward, District 2, Cát Lái, Quận 2, Hồ Chí Minh, Việt Nam","Cửa hàng đồ hữu cơ","true",,,,"10.7780498","106.7652036","Thứ Năm","08:00 to 20:00","Thứ Sáu","08:00 to 20:00","Thứ Bảy","08:00 to 20:00","Chủ Nhật","08:00 to 20:00","Thứ Hai","08:00 to 20:00","Thứ Ba","08:00 to 20:00","Thứ Tư","08:00 to 20:00","+84 28 3742 0804",,"69","Quận 2, Hồ Chí Minh","Cat Lai Industrial Zone 938 Nguyen Thi Dinh Street, Hanh My Loi Ward, District 2","HCMC Chemical Co.",,"https://www.google.com/maps/search/?api=1&query=HCMC%20Chemical%20Co.&query_place_id=ChIJqcy80NMldTERxFC4T6dgS4g",,"0"
"Tầng 25, tháp, 28 Đ. Mai Chí Thọ, An Phú, Thủ Đức, Hồ Chí Minh 71106, Việt Nam","Đại lý giao dịch bất động sản","false",,,,"10.7843967","106.7463996","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","Thứ Tư","Mở cửa cả ngày","+84 912 508 979",,"65","Thủ Đức, Hồ Chí Minh","Tầng 25, tháp, 28 Đ. Mai Chí Thọ","Oland",,"https://www.google.com/maps/search/?api=1&query=Oland&query_place_id=ChIJ6UR4HHcldTERHEQHesIlwGY","https://oland.vn/","0"
"84-86 Bát Nàn, Phường Bình Trưng Tây, Thủ Đức, Hồ Chí Minh, Việt Nam","Công ty kinh doanh bất động sản","false",,,,"10.7769173","106.7502559","Thứ Năm","08:00 to 17:30","Thứ Sáu","08:00 to 17:30","Thứ Bảy","08:00 to 17:30","Chủ Nhật","08:00 to 17:30","Thứ Hai","08:00 to 17:30","Thứ Ba","08:00 to 17:30","Thứ Tư","08:00 to 17:30","+84 1900 561569",,"68","Thủ Đức, Hồ Chí Minh","84-86 Bát Nàn","KHẢI HƯNG CORP","5","https://www.google.com/maps/search/?api=1&query=KH%E1%BA%A2I%20H%C6%AFNG%20CORP&query_place_id=ChIJi09B5iMldTEROMOo3bVYQOo","https://khaihungcorp.com/","44"
