"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"471 Đ. TTH21, Tân Thới Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.8610327","106.6319921","Thứ Tư","09:00 to 00:00","Thứ Năm","09:00 to 00:00","Thứ Sáu","09:00 to 00:00","Thứ Bảy","09:00 to 00:00","Chủ Nhật","09:00 to 00:00","Thứ Hai","09:00 to 00:00","Thứ Ba","09:00 to 00:00","+84 928 848 586",,"18","Quận 12, Hồ Chí Minh","471 Đ. TTH21","Dê tươi Trường An","3.4","https://www.google.com/maps/search/?api=1&query=D%C3%AA%20t%C6%B0%C6%A1i%20Tr%C6%B0%E1%BB%9Dng%20An&query_place_id=ChIJJY6NpwMpdTERownEhVWSN2g",,"12"
"84 Đ. Nguyễn Thị Đặng, Tân Thới Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng cháo","false",,,"10.8606905","106.6398405",,,,,,,,,,,,,,,"+84 987 989 769",,"126","Quận 12, Thành phố Hồ Chí Minh","84 Đ. Nguyễn Thị Đặng","Cháo ếch Singapore - Anh Tú","5","https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20%E1%BA%BFch%20Singapore%20-%20Anh%20T%C3%BA&query_place_id=ChIJM409et8pdTERmc8m0Hhs0Qw",,"1"
"118 D. Thị Mười, Hiệp Thành, Quận 12, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","false",,,"10.859765","106.630735","Thứ Tư","18:00 to 22:00","Thứ Năm","18:00 to 22:00","Thứ Sáu","18:00 to 22:00","Thứ Bảy","18:00 to 22:00","Chủ Nhật","18:00 to 22:00","Thứ Hai","18:00 to 22:00","Thứ Ba","18:00 to 22:00","+84 829 858 826",,"123","Quận 12, Hồ Chí Minh","118 D. Thị Mười","Bò né 3 Ngon","4.7","https://www.google.com/maps/search/?api=1&query=B%C3%B2%20n%C3%A9%203%20Ngon&query_place_id=ChIJUYQzeQApdTERvocI-T61NBc",,"10"
"RJWM+FFW, Đ. Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.8462339","106.6337047",,,,,,,,,,,,,,,,,"125","Quận 12, Thành phố Hồ Chí Minh","RJWM+FFW, Đ. Nguyễn Văn Quá","Bún bò Thảo",,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20b%C3%B2%20Th%E1%BA%A3o&query_place_id=ChIJUY10IpEpdTERR1TRrszWBjU",,"0"
"380b Đ. Song Hành, Trung Mỹ Tây, Hóc Môn, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.8524693","106.6125299","Thứ Tư","05:00 to 14:00","Thứ Năm","05:00 to 14:00","Thứ Sáu","05:00 to 14:00","Thứ Bảy","05:00 to 14:00","Chủ Nhật","05:00 to 14:00","Thứ Hai","05:00 to 14:00","Thứ Ba","05:00 to 14:00","+84 888 681 900",,"124","Hóc Môn, Hồ Chí Minh","380b Đ. Song Hành","LƯƠN NIÊU - ĐỒ NGHỆ QUÁN","4.3","https://www.google.com/maps/search/?api=1&query=L%C6%AF%C6%A0N%20NI%C3%8AU%20-%20%C4%90%E1%BB%92%20NGH%E1%BB%86%20QU%C3%81N&query_place_id=ChIJ5-h_AeMrdTERd05DIZ9YPLo",,"16"
"466 Đường Gò Mối, Tân Chánh Hiệp, Thành phố Hồ Chí Minh, Long An, Việt Nam","Quán ăn nhẹ","true",,,"10.8614722","106.6180734",,,,,,,,,,,,,,,"+84 793 786 755",,"122","Thành phố Hồ Chí Minh, Long An","466 Đường Gò Mối","Cháo PanDa",,"https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20PanDa&query_place_id=ChIJpy27y0ErdTERTNUul8rV64o",,"0"
"1/97 Đ. Nguyễn Văn Quá, Khu Phố 2a, Quận 12, Hồ Chí Minh, Việt Nam","Cửa hàng ăn nhanh","true",,,"10.8550417","106.6388706",,,,,,,,,,,,,,,,,"119","Quận 12, Hồ Chí Minh","1/97 Đ. Nguyễn Văn Quá","Cơm Tấm Bún Thịt Nướng Bò Lát Lốt",,"https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20B%C3%BAn%20Th%E1%BB%8Bt%20N%C6%B0%E1%BB%9Bng%20B%C3%B2%20L%C3%A1t%20L%E1%BB%91t&query_place_id=ChIJDTzCs54pdTERTnQhtg4UtGk",,"0"
"468 Đ. Tô Ký, Tân Chánh Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng thịt gà","false",,,"10.861564","106.6174272",,,,,,,,,,,,,,,"+84 914 174 178",,"121","Quận 12, Hồ Chí Minh","468 Đ. Tô Ký","Cơm gà Trang - 468 Tô Ký, Q.12","4.8","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20g%C3%A0%20Trang%20-%20468%20T%C3%B4%20K%C3%BD%2C%20Q.12&query_place_id=ChIJLR9t8_grdTERvcCdBlwX1I8","http://comgatrang.com/","24"
"5 Đ. Nguyễn Thị Đặng, Tân Thới Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng thịt gà","true",,,"10.8611479","106.6397148",,,,,,,,,,,,,,,,,"116","Quận 12, Thành phố Hồ Chí Minh","5 Đ. Nguyễn Thị Đặng","Gà ta Đức Tỷ",,"https://www.google.com/maps/search/?api=1&query=G%C3%A0%20ta%20%C4%90%E1%BB%A9c%20T%E1%BB%B7&query_place_id=ChIJS1n6X74pdTER7WS6v8kjhcY",,"0"
"107/1/3, Tân Chánh Hiệp 35, Tân Chánh Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","false",,,"10.8607153","106.6210389","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 973 944 995",,"117","Quận 12, Hồ Chí Minh","107/1/3, Tân Chánh Hiệp 35","Baobao Chill - Trà trái cây tươi & Bánh tráng",,"https://www.google.com/maps/search/?api=1&query=Baobao%20Chill%20-%20Tr%C3%A0%20tr%C3%A1i%20c%C3%A2y%20t%C6%B0%C6%A1i%20%26%20B%C3%A1nh%20tr%C3%A1ng&query_place_id=ChIJeeJa1c4pdTERiU5MyfdS4UA",,"0"
"Tân Chánh Hiệp 34/Hẻm 36 Tổ 5, Tân Chánh Hiệp 34/Hẻm 36 Tổ 5, khu phố 6, Quận 12, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,"10.8594551","106.622247","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 984 781 982",,"115","Quận 12, Hồ Chí Minh","Tân Chánh Hiệp 34/Hẻm 36 Tổ 5, Tân Chánh Hiệp 34/Hẻm 36 Tổ 5","Bún đậu Gia Nguyễn","4.2","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%91%E1%BA%ADu%20Gia%20Nguy%E1%BB%85n&query_place_id=ChIJN-JK0BgrdTEROV0rcQ4ql9c",,"5"
"116 Đ. Tô Ký, Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh, Việt Nam","Cửa hàng ăn nhanh","true",,,"10.8606936","106.6185043",,,,,,,,,,,,,,,,,"108","Quận 12, Thành phố Hồ Chí Minh","116 Đ. Tô Ký","Tiệm Ăn Vặt Mộc - 12BET",,"https://www.google.com/maps/search/?api=1&query=Ti%E1%BB%87m%20%C4%82n%20V%E1%BA%B7t%20M%E1%BB%99c%20-%2012BET&query_place_id=ChIJC8_VQYwvdTERjeLoHHBFXlo",,"0"
"2A Đ. Song Hành, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Quán ăn dành cho trẻ em","false",,,"10.8499622","106.614959","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 825 826 882",,"114","Quận 12, Hồ Chí Minh","2A Đ. Song Hành","Khuya Coffe 24h","4.7","https://www.google.com/maps/search/?api=1&query=Khuya%20Coffe%2024h&query_place_id=ChIJAwXetUordTERQj6pUDVa2rQ",,"21"
"Tân Chánh Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.8554014","106.6364736",,,,,,,,,,,,,,,,,"112","Quận 12, Hồ Chí Minh",,"Quán Cây Táo","2","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C3%A2y%20T%C3%A1o&query_place_id=ChIJX3q2iowpdTER_k_sJy3Ky9w",,"2"
"VJ6J+278, D. Thị Mười, Tân Chánh Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,"10.8599888","106.6306413",,,,,,,,,,,,,,,,,"110","Quận 12, Hồ Chí Minh","VJ6J+278, D. Thị Mười","Cháo lòng 24/24",,"https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20l%C3%B2ng%2024%2F24&query_place_id=ChIJrcaedQApdTER9l6VyZ88OBU",,"0"
"99/1 Đông Hưng Thuận 17, Đông Hưng Thuận, Quận 12, Hồ Chí Minh 700000, Việt Nam","Nhà hàng gia đình","true",,,"10.8493481","106.6355002","Thứ Tư","06:30 to 10:00","Thứ Năm","06:30 to 10:00","Thứ Sáu","06:30 to 10:00","Thứ Bảy","06:30 to 10:00","Chủ Nhật","06:30 to 10:00","Thứ Hai","06:30 to 10:00","Thứ Ba","06:30 to 10:00",,,"109","Quận 12, Hồ Chí Minh","99/1 Đông Hưng Thuận 17","Hủ tiếu, bún mộc","5","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20ti%E1%BA%BFu%2C%20b%C3%BAn%20m%E1%BB%99c&query_place_id=ChIJnS9u5bIpdTERfO4JbRt5ZjI",,"2"
"479 Đ. Song Hành, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true","https://food.google.com/chooseprovider?restaurantId=/g/11t4ks9gyg&g2lbs=AOHF13k1K3O1ngolo6H3jD9FlrXRQzCe9Wg80dTZCgFBioA5pxLVFSQ4jtUCRGnKYIT7G3UvLJGNn6T4L2QgWFG6-5JqUqTo6bupkVt-V9hmM2s3EoBYXCs%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=-KhyZvXfApLv0PEP_q2XuAY&ei=-KhyZvXfApLv0PEP_q2XuAY&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.8518642","106.6131057",,,,,,,,,,,,,,,"+84 904 411 219",,"111","Quận 12, Hồ Chí Minh","479 Đ. Song Hành","Bún đậu Hà Thành","5","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%91%E1%BA%ADu%20H%C3%A0%20Th%C3%A0nh&query_place_id=ChIJHRy6OSUrdTERwzJrFWwk_i8",,"9"
"VJ5J+M4W, D. Thị Mười, Tân Chánh Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,"10.8592417","106.6303419",,,,,,,,,,,,,,,,,"113","Quận 12, Hồ Chí Minh","VJ5J+M4W, D. Thị Mười","Vịt Hoàng Uyên","4","https://www.google.com/maps/search/?api=1&query=V%E1%BB%8Bt%20Ho%C3%A0ng%20Uy%C3%AAn&query_place_id=ChIJ3zhLZAApdTER1A5hM9v6D9M",,"2"
"Tân Chánh Hiệp 34, Tân Chánh Hiệp, Quận 12, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,"10.8597253","106.6212369","Thứ Tư","08:30 to 23:00","Thứ Năm","08:30 to 23:00","Thứ Sáu","08:30 to 23:00","Thứ Bảy","08:30 to 23:00","Chủ Nhật","08:30 to 16:00","Thứ Hai","08:30 to 23:00","Thứ Ba","08:30 to 23:00","+84 708 480 166",,"101","Quận 12, Hồ Chí Minh","Tân Chánh Hiệp 34","Ăn là nghiện",,"https://www.google.com/maps/search/?api=1&query=%C4%82n%20l%C3%A0%20nghi%E1%BB%87n&query_place_id=ChIJx6esJNordTER7TiBJmLRbB4",,"0"
"707 Đ. Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng cơm","true",,,"10.8465961","106.6339265",,,,,,,,,,,,,,,,,"105","Quận 12, Hồ Chí Minh","707 Đ. Nguyễn Văn Quá","Quán Cơm Tấm Ngọc Bích","3","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20T%E1%BA%A5m%20Ng%E1%BB%8Dc%20B%C3%ADch&query_place_id=ChIJ4Tu_EIYpdTERbNrpRhGRnBg",,"1"
"VJ4H+4RW, Tân Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.8553535","106.6295829","Thứ Tư","07:00 to 15:00","Thứ Năm","07:00 to 15:00","Thứ Sáu","07:00 to 15:00","Thứ Bảy","Đóng cửa","Chủ Nhật","Đóng cửa","Thứ Hai","07:00 to 15:00","Thứ Ba","07:00 to 15:00",,,"100","Quận 12, Hồ Chí Minh","VJ4H+4RW","HD Coffee & Restaurant","4.4","https://www.google.com/maps/search/?api=1&query=HD%20Coffee%20%26%20Restaurant&query_place_id=ChIJ9-L0e4opdTERhDGe504g_v8",,"24"
"B133 Đ. Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.8460945","106.6332113",,,,,,,,,,,,,,,"+84 909 656 117",,"97","Quận 12, Hồ Chí Minh","B133 Đ. Nguyễn Văn Quá","Bột Chiên (Ngon)",,"https://www.google.com/maps/search/?api=1&query=B%E1%BB%99t%20Chi%C3%AAn%20(Ngon)&query_place_id=ChIJW2_l2VEpdTER0kfTxejO5Jk",,"0"
"47/9b Đ. Tô Ký, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,"10.8529993","106.625925",,,,,,,,,,,,,,,,,"98","Quận 12, Hồ Chí Minh","47/9b Đ. Tô Ký","Hải Sản Hồng Phát 68","3.8","https://www.google.com/maps/search/?api=1&query=H%E1%BA%A3i%20S%E1%BA%A3n%20H%E1%BB%93ng%20Ph%C3%A1t%2068&query_place_id=ChIJkQNUTb0rdTERVpoDq6oXGfQ",,"5"
"491 Đ. Tô Ký, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Quán gà rán mang đi","false",,,"10.8583411","106.618297","Thứ Tư","15:00 to 22:30","Thứ Năm","15:00 to 22:30","Thứ Sáu","15:00 to 22:30","Thứ Bảy","15:00 to 22:30","Chủ Nhật","15:00 to 22:30","Thứ Hai","15:00 to 22:30","Thứ Ba","15:00 to 22:30","+84 966 567 566",,"102","Quận 12, Hồ Chí Minh","491 Đ. Tô Ký","Vịt quay Hoàn Hảo","5","https://www.google.com/maps/search/?api=1&query=V%E1%BB%8Bt%20quay%20Ho%C3%A0n%20H%E1%BA%A3o&query_place_id=ChIJp-a4TlkrdTERsALl19EqQgg",,"1"
"RJW8+8FX, Đ. Song Hành, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.8475056","106.616093",,,,,,,,,,,,,,,,,"106","Quận 12, Hồ Chí Minh","RJW8+8FX, Đ. Song Hành","Quán miến lươn nghệ an","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20mi%E1%BA%BFn%20l%C6%B0%C6%A1n%20ngh%E1%BB%87%20an&query_place_id=ChIJgYS6CY8rdTERdQ9nL4Fg4Ac",,"2"
"53 Đ. TMT 13, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng thịt gà","true",,,"10.8541727","106.6144499","Thứ Tư","14:00 to 22:00","Thứ Năm","14:00 to 22:00","Thứ Sáu","14:00 to 22:00","Thứ Bảy","09:00 to 22:00","Chủ Nhật","09:00 to 22:00","Thứ Hai","14:00 to 22:00","Thứ Ba","14:00 to 22:00","+84 582 981 020",,"96","Quận 12, Hồ Chí Minh","53 Đ. TMT 13","Gà nướng muối ớt BỒ KEN","5","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20n%C6%B0%E1%BB%9Bng%20mu%E1%BB%91i%20%E1%BB%9Bt%20B%E1%BB%92%20KEN&query_place_id=ChIJLfqQKAArdTERUwyLQc7uzoo",,"1"
"35 Đông Bắc, Tân Hưng Thuận, Quận 12, Hồ Chí Minh 70000, Việt Nam","Nhà hàng bán đồ ăn mang về","false","https://food.google.com/chooseprovider?restaurantId=/g/11pr3pvrvr&g2lbs=AOHF13lfR2IflU8vcq4EikY2eaXLDKz3x4TtzNlr0dvIq0W9E_yo5ppTLthQeX1GKmaUZvlwQblS_ZAJ1cJOYd5NRGmBjFIGtux-hNCeVhnAHXAUWxjRSLM%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=KKlyZqW5AsbCkPIP_sKX4Ag&ei=KKlyZqW5AsbCkPIP_sKX4Ag&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.8568502","106.6244205","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 909 584 530",,"95","Quận 12, Hồ Chí Minh","35 Đông Bắc","Gỏi Ốc Nha Trang","1","https://www.google.com/maps/search/?api=1&query=G%E1%BB%8Fi%20%E1%BB%90c%20Nha%20Trang&query_place_id=ChIJn4sRwVQpdTER6DyViHF2vWg",,"1"
"Đ. Tô Ký, Trung Mỹ Tây, Thành phố Hồ Chí Minh, Hồ Chí Minh, Việt Nam","Nhà hàng cơm","false",,,"10.8517179","106.6258856","Thứ Tư","09:00 to 18:00","Thứ Năm","09:00 to 18:00","Thứ Sáu","09:00 to 18:00","Thứ Bảy","09:00 to 17:00","Chủ Nhật","Đóng cửa","Thứ Hai","09:00 to 18:00","Thứ Ba","09:00 to 18:00","+84 878 200 400",,"92","Thành phố Hồ Chí Minh, Hồ Chí Minh","Đ. Tô Ký","CƠM Văn Phòng THƯ (Nhận đặt Cơm Tháng Sinh Viên)",,"https://www.google.com/maps/search/?api=1&query=C%C6%A0M%20V%C4%83n%20Ph%C3%B2ng%20TH%C6%AF%20(Nh%E1%BA%ADn%20%C4%91%E1%BA%B7t%20C%C6%A1m%20Th%C3%A1ng%20Sinh%20Vi%C3%AAn)&query_place_id=ChIJbYFnTX4rdTERvvIwg8FDexE",,"0"
"47/5b Đ. TMT 13, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng món chay","false",,,"10.853422","106.613904",,,,,,,,,,,,,,,,,"93","Quận 12, Hồ Chí Minh","47/5b Đ. TMT 13","Quán Ngũ Vị Chay",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ng%C5%A9%20V%E1%BB%8B%20Chay&query_place_id=ChIJ77JCMrYrdTERm9ncJTGx0sw",,"0"
"368 Đ. Song Hành, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.8533265","106.611736",,,,,,,,,,,,,,,,,"94","Quận 12, Hồ Chí Minh","368 Đ. Song Hành","Heo mẹt",,"https://www.google.com/maps/search/?api=1&query=Heo%20m%E1%BA%B9t&query_place_id=ChIJ0-Y4NKMrdTERV6wAKii-Jag",,"0"
"248/C7 Đông Bắc, Tân Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Quán cà phê","false",,,"10.8560541","106.6237111","Thứ Tư","06:00 to 23:00","Thứ Năm","06:00 to 23:00","Thứ Sáu","06:00 to 23:00","Thứ Bảy","06:00 to 23:00","Chủ Nhật","06:00 to 23:00","Thứ Hai","06:00 to 23:00","Thứ Ba","06:00 to 23:00","+84 979 373 156",,"90","Quận 12, Hồ Chí Minh","248/C7 Đông Bắc","LỘC COFFEE-PHỞ-GÀ VỊT VÀ CÁC MÓN NHẬU BÌNH DÂN","3.9","https://www.google.com/maps/search/?api=1&query=L%E1%BB%98C%20COFFEE-PH%E1%BB%9E-G%C3%80%20V%E1%BB%8AT%20V%C3%80%20C%C3%81C%20M%C3%93N%20NH%E1%BA%ACU%20B%C3%8CNH%20D%C3%82N&query_place_id=ChIJbYxqL8YrdTERdk2cVtzqBWw",,"363"
"97 Đông Bắc, Tân Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,"10.8576334","106.6271542",,,,,,,,,,,,,,,,,"88","Quận 12, Hồ Chí Minh","97 Đông Bắc","Phở Việt","3","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Vi%E1%BB%87t&query_place_id=ChIJ0Y18FgArdTERMK6mYHajQkY",,"1"
"179 A2 Tổ 16 KP 1, Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.8600476","106.6123612",,,,,,,,,,,,,,,,,"89","Quận 12, Thành phố Hồ Chí Minh","179 A2 Tổ 16 KP 1","Bún riêu cảnh","5","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ri%C3%AAu%20c%E1%BA%A3nh&query_place_id=ChIJm_RAWC4rdTER2iJFBqPZZMU",,"1"
"111 Đông Bắc, Tân Hưng Thuận, Quận 12, Hồ Chí Minh 700000, Việt Nam","Quán gà rán mang đi","false",,,"10.8575373","106.6257574","Thứ Tư","08:00 to 22:00","Thứ Năm","08:00 to 22:00","Thứ Sáu","08:00 to 22:00","Thứ Bảy","08:00 to 22:00","Chủ Nhật","08:00 to 22:00","Thứ Hai","08:00 to 22:00","Thứ Ba","08:00 to 22:00","+84 1900 1858",,"87","Quận 12, Hồ Chí Minh","111 Đông Bắc","3 Râu","2.5","https://www.google.com/maps/search/?api=1&query=3%20R%C3%A2u&query_place_id=ChIJK7RtqNMrdTERF-f0L-HTS_E",,"11"
"5/8a Đ. Song Hành, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","false",,,"10.8473671","106.6161407","Thứ Tư","06:30 to 22:30","Thứ Năm","06:30 to 22:30","Thứ Sáu","06:30 to 22:00","Thứ Bảy","06:30 to 22:30","Chủ Nhật","06:30 to 22:00","Thứ Hai","06:30 to 22:00","Thứ Ba","06:30 to 22:30","+84 965 028 518",,"85","Quận 12, Hồ Chí Minh","5/8a Đ. Song Hành","Phở Mr. Đinh",,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Mr.%20%C4%90inh&query_place_id=ChIJV3OwMQArdTERdAmiEcIPNwg",,"0"
"b330 Tổ 2, Khu Phố 3, Quận 12, Hồ Chí Minh, Việt Nam","Quán trà san sảnh","false",,,"10.8499651","106.6311318","Thứ Tư","16:00 to 00:00","Thứ Năm","16:00 to 00:00","Thứ Sáu","16:00 to 00:00","Thứ Bảy","16:00 to 00:00","Chủ Nhật","16:00 to 00:00","Thứ Hai","16:00 to 00:00","Thứ Ba","16:00 to 00:00",,,"84","Quận 12, Hồ Chí Minh","b330 Tổ 2","Mot2k",,"https://www.google.com/maps/search/?api=1&query=Mot2k&query_place_id=ChIJ88Jb47MpdTERoAG9HHEocrw","https://www.tiktok.com/@mots2k?_t=8j0m401MVPU&_r=1","0"
"278 Nguyễn Thành Vĩnh, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.859181","106.6116737","Thứ Tư","16:00 to 22:00","Thứ Năm","16:00 to 22:00","Thứ Sáu","16:00 to 22:00","Thứ Bảy","16:00 to 22:00","Chủ Nhật","16:00 to 22:00","Thứ Hai","16:00 to 22:00","Thứ Ba","16:00 to 22:00","+84 905 555 113",,"82","Quận 12, Hồ Chí Minh","278 Nguyễn Thành Vĩnh","Bún đậu Mắm Tôm & Ăn Vặt 278","5","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%91%E1%BA%ADu%20M%E1%BA%AFm%20T%C3%B4m%20%26%20%C4%82n%20V%E1%BA%B7t%20278&query_place_id=ChIJ9ZRJaPIrdTERunTEvqMCvvU",,"2"
"253 Phan Huy Ích, Trung Mỹ Tây, Gò Vấp, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.8473124","106.6165862","Thứ Tư","08:00 to 21:00","Thứ Năm","08:00 to 21:00","Thứ Sáu","08:00 to 21:00","Thứ Bảy","08:00 to 21:00","Chủ Nhật","08:00 to 21:00","Thứ Hai","08:00 to 21:00","Thứ Ba","08:00 to 21:00","+84 987 841 788",,"81","Gò Vấp, Hồ Chí Minh","253 Phan Huy Ích","Bún đậu Mạc Văn Khoa","2.2","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20%C4%91%E1%BA%ADu%20M%E1%BA%A1c%20V%C4%83n%20Khoa&query_place_id=ChIJHwg2DwcrdTER4WYRPPu4vJg",,"32"
"11/3 Tổ 9 KP1, Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.8485072","106.6372036","Thứ Tư","07:00 to 17:00","Thứ Năm","07:00 to 17:00","Thứ Sáu","07:00 to 17:00","Thứ Bảy","07:00 to 17:00","Chủ Nhật","07:00 to 17:00","Thứ Hai","07:00 to 17:00","Thứ Ba","07:00 to 17:00","+84 933 990 004",,"80","Quận 12, Hồ Chí Minh","11/3 Tổ 9 KP1","FoodTechShop - Mì Tỏi & Cơm Vò",,"https://www.google.com/maps/search/?api=1&query=FoodTechShop%20-%20M%C3%AC%20T%E1%BB%8Fi%20%26%20C%C6%A1m%20V%C3%B2&query_place_id=ChIJRdjCj1MpdTER0tagtjl9QbI",,"0"
"14 Đ. TMT 13, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Việt Nam","Nhà hàng cháo","true",,,"10.8575957","106.6167544","Thứ Tư","06:30 to 20:30","Thứ Năm","06:30 to 20:30","Thứ Sáu","06:30 to 20:30","Thứ Bảy","06:30 to 20:30","Chủ Nhật","06:30 to 20:30","Thứ Hai","06:30 to 20:30","Thứ Ba","06:30 to 20:30","+84 962 720 026",,"79","Quận 12, Hồ Chí Minh","14 Đ. TMT 13","Cháo Hải Hải Hải Phong Quận 12","5","https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20H%E1%BA%A3i%20H%E1%BA%A3i%20H%E1%BA%A3i%20Phong%20Qu%E1%BA%ADn%2012&query_place_id=ChIJ-0Ha3XErdTERwQO-OJhWdm0",,"1"
